0,50.5,104.1,2.984513021
1,54.1,102.3,1.884955592
2,46.9,99.6,5.131268001
3,52.3,102.3,2.07694181
4,55,103.2,1.989675347
5,46.9,105,3.804817769
6,51.4,100.5,1.221730476
7,51.4,99.6,0.785398163
8,46,97.8,5.393067389
9,53.2,104.1,2.338741198
10,53.2,101.4,1.692969374
11,55,98.7,1.134464014
12,53.2,98.7,0.942477796
13,55,104.1,2.129301687
14,45.1,98.7,5.148721293
15,48.7,98.7,5.777039824
16,48.7,103.2,3.682644722
17,49.6,96.9,6.178465552
18,52.3,105.9,2.705260341
19,53.2,102.3,1.954768762
20,49.6,100.5,5.602506899
21,47.8,99.6,5.270894341
22,51.4,105.9,2.862339973
23,49.6,103.2,3.316125579
24,45.1,99.6,4.991641661
25,50.5,105.9,3.036872898
26,48.7,96.9,5.969026042
27,54.1,104.1,2.21656815
28,48.7,97.8,5.899212872
29,55,99.6,1.291543646